[2026-02-28 17:10:03] [DEBUG] [db_connect.php:39] Database connection established
[2026-02-28 17:10:03] [DEBUG] [login.php:7] Login page accessed
[2026-02-28 17:10:03] [WARNING] [login.php:22] CSRF token validation failed | Context: {"submitted_token":"a49c47dcfa...","session_token_exists":false}
[2026-02-28 17:10:08] [DEBUG] [db_connect.php:39] Database connection established
[2026-02-28 17:10:08] [DEBUG] [login.php:7] Login page accessed
[2026-02-28 17:10:08] [INFO] [login.php:47] Attempting login | Context: {"email":"admin@ekea.com"}
[2026-02-28 17:10:08] [INFO] [login.php:53] Login successful | Context: {"user_id":1,"role":"admin"}
[2026-02-28 17:21:36] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:21:40] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:21:58] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:22:14] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:22:19] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:22:19] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:22:20] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:22:21] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:22:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:22:23] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:22:23] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:23:31] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:23:33] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:25:46] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:25:46] [INFO] [checkout.php:80] [User: admin@ekea.com (ID:1)] Starting checkout transaction | Context: {"user_id":1,"total":449.5}
[2026-02-28 17:25:46] [INFO] [checkout.php:110] [User: admin@ekea.com (ID:1)] Order placed successfully | Context: {"order_id":"1","total":449.5,"items":1}
[2026-02-28 17:25:46] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:26:01] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:26:03] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:26:18] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:26:47] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:26:47] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:26:48] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:26:50] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:28:06] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:28:15] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:28:16] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:28:16] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:28:18] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:29:05] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:29:07] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:29:09] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:29:19] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:29:24] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:29:28] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:30:21] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:30:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:30:23] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:30:24] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:30:30] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:30:32] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:30:38] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:30:46] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:31:27] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:31:30] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:31:32] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:43:33] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:43:37] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:43:45] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:43:51] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:43:54] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:43:55] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:43:56] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:24] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:25] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:28] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:31] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:36] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:36] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:38] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:40] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:40] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:47] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:47] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:48] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:48] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:49] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:49] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:53] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:53] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:55] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:55] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:44:56] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:45:44] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:45:49] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:45:54] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:45:58] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:46:01] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:46:03] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:46:19] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:46:29] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:47:35] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:47:38] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:47:38] [INFO] [checkout.php:119] [User: admin@ekea.com (ID:1)] Starting checkout transaction | Context: {"user_id":1,"total":122.5}
[2026-02-28 17:47:38] [INFO] [checkout.php:145] [User: admin@ekea.com (ID:1)] Order placed successfully | Context: {"order_id":"2","total":122.5,"items":1}
[2026-02-28 17:47:38] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:48:05] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:48:06] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:48:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:48:28] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:48:32] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:48:37] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:48:39] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:48:40] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:49:50] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:49:54] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:01] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:02] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:05] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:08] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:16] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:18] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:20] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:21] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:26] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:29] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:33] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:38] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:39] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:43] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:46] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:49] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:50:51] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:12] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:14] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:17] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:18] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:28] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:28] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:32] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:33] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:36] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:40] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:43] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:51] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:51] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:51:58] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:01] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:02] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:06] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:06] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:08] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:11] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:13] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:16] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:52:17] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:54:56] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:54:58] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:56:21] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:56:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 17:56:29] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:03:17] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:03:19] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:03:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:03:24] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:03:24] [INFO] [users.php:26] [User: admin@ekea.com (ID:1)] User role updated | Context: {"user_id":2,"new_role":"user"}
[2026-02-28 18:03:24] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:03:35] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:04:25] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:05:23] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:05:42] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:05:46] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:05:46] [INFO] [users.php:26] [User: admin@ekea.com (ID:1)] User role updated | Context: {"user_id":4,"new_role":"admin"}
[2026-02-28 18:05:46] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:05:49] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:05:49] [INFO] [users.php:26] [User: admin@ekea.com (ID:1)] User role updated | Context: {"user_id":4,"new_role":"user"}
[2026-02-28 18:05:49] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:13:29] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:13:31] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:13:36] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:13:37] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:13:40] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:13:54] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:15] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:17] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:24] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:28] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:39] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:39] [INFO] [users.php:68] [User: admin@ekea.com (ID:1)] Review deleted by admin | Context: {"review_id":9}
[2026-02-28 18:14:39] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:45] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:46] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:50] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:51] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:54] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:14:58] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:15:41] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:15:49] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:15:57] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:15:58] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:15:58] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:10] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:13] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:22] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:25] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:28] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:35] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:39] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:45] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:54] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:16:56] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:04] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:12] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:17] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:18] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:19] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:20] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:25] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:30] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:17:30] [INFO] [inventory.php:88] [User: admin@ekea.com (ID:1)] Product updated | Context: {"product_id":5}
[2026-02-28 18:17:30] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:18:38] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:18:38] [INFO] [inventory.php:97] [User: admin@ekea.com (ID:1)] Product created | Context: {"product_id":"15"}
[2026-02-28 18:18:38] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:18:47] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:18:57] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:18:57] [INFO] [inventory.php:88] [User: admin@ekea.com (ID:1)] Product updated | Context: {"product_id":15}
[2026-02-28 18:18:57] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:19:07] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
[2026-02-28 18:19:09] [DEBUG] [db_connect.php:39] [User: admin@ekea.com (ID:1)] Database connection established
